framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,implementation_guidance_en,evidence_requirements,mapping_iso27001,mapping_nist,status,source_file
PDPL,v1.0,Article-34,sensitive-data,Health Data,البيانات الصحية,Special requirements for processing health data,متطلبات خاصة لمعالجة البيانات الصحية,preventive,5,Implement enhanced protections for health data. Obtain explicit consent. Encrypt data. Limit access. Comply with MOH regulations.,Health data policy|Consent forms|Encryption evidence|Access restrictions,A.18.1,PR.DS-1,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-26,accountability,Data Protection Impact Assessment,تقييم الأثر,Conduct DPIA for high-risk processing,إجراء تقييم أثر حماية البيانات للمعالجة عالية المخاطر,detective,4,Identify high-risk processing. Conduct DPIA before processing. Document risks and mitigation. Consult SDAIA if necessary.,DPIA methodology|DPIA reports|Risk assessments|SDAIA consultations,A.18.1,ID.RA-1,active,controls_pdpl_v1_complete.csv
SAMA-AML,v1.0,3.4,monitoring,Large Cash Transactions,المعاملات النقدية الكبيرة,Monitor large cash transactions,مراقبة المعاملات النقدية الكبيرة,detective,4,Monitor cash transactions above threshold. Report currency transactions. Verify source of cash. Document.,Cash monitoring|CTR reporting|Source verification|Documentation,A.12.4,DE.CM-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,4.2,reporting,CTR Reporting,الإبلاغ عن العملات,Report large currency transactions,الإبلاغ عن المعاملات النقدية الكبيرة,corrective,3,File CTRs for cash transactions exceeding SAR 60000. Submit within required timeframe. Include accurate information.,CTR procedures|Threshold monitoring|Timely submission|Accuracy,A.16.1,RS.CO-2,active,controls_sama_aml_cft_complete.csv
SAMA-CSF,v1.0,1.1.4,governance,Organizational Structure,الهيكل التنظيمي,Define clear organizational structure for information security,تحديد هيكل تنظيمي واضح لأمن المعلومات,preventive,2,Define security organization. Establish CISO role reporting to CEO/CRO. Define team structure. Document reporting lines.,Org chart|CISO appointment|Team structure|Reporting lines,A.5.2,ID.GV-2,active,controls_sama_csf_complete.csv
SAMA-CSF,v1.0,1.1.3,governance,Policies and Standards,السياسات والمعايير,Develop and approve security policies and standards,تطوير والموافقة على السياسات والمعايير الأمنية,preventive,2,Develop comprehensive security policies. Cover all domains. Obtain board approval. Review annually. Communicate to all.,Policy suite|Board approval|Annual reviews|Communication,A.5.1,ID.GV-1,active,controls_sama_csf_complete.csv
SAMA-CSF,v1.0,1.1.2,governance,Information Security Strategy,استراتيجية أمن المعلومات,Develop information security strategy aligned with business objectives,وضع استراتيجية أمن معلومات متوافقة مع أهداف الأعمال,preventive,2,Develop 3-year security strategy. Align with business goals. Define objectives KPIs budget. Obtain executive approval.,Security strategy document|Business alignment|KPIs|Executive approval,A.5.1,ID.GV-1,active,controls_sama_csf_complete.csv
SAMA-CSF,v1.0,1.1.1,governance,Information Security Governance Framework,إطار حوكمة أمن المعلومات,Comprehensive information security governance framework must be established,يجب وضع إطار حوكمة شامل لأمن المعلومات,preventive,1,Establish ISMS governance framework. Define policies standards procedures. Obtain board approval. Communicate organization-wide.,Governance framework|Board approval|Policies|Communication evidence,A.5.1,ID.GV-1,active,controls_sama_csf_complete.csv
SAMA-AML,v1.0,20.1,internal-controls,Internal Controls,الضوابط الداخلية,Implement effective internal controls,تطبيق ضوابط داخلية فعالة,preventive,3,Establish AML internal controls. Implement policies procedures. Assign responsibilities. Test controls. Document.,Internal controls|Policies/procedures|Responsibility assignment|Control testing|Documentation,A.5.1,PR.IP-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,19.1,high-risk,High-Risk Countries,الدول عالية المخاطر,Apply specific measures for high-risk countries,تطبيق تدابير محددة للدول عالية المخاطر,preventive,4,Identify high-risk jurisdictions. Apply enhanced measures for transactions from/to high-risk countries. Monitor FATF lists.,Jurisdiction identification|Enhanced measures|FATF monitoring,A.15.1,ID.RA-2,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,18.1,shell,Shell Banks,البنوك الوهمية,Prohibit relationships with shell banks,حظر العلاقات مع البنوك الوهمية,preventive,5,Prohibit accounts for shell banks. Screen correspondent banks. Terminate shell bank relationships. Document prohibition.,Shell bank prohibition|Correspondent screening|Termination|Documentation,A.15.1,PR.IP-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,17.1,reporting-sama,SAMA Reporting,الإبلاغ لساما,Report AML implementation to SAMA,الإبلاغ لساما عن تطبيق مكافحة غسل الأموال,corrective,2,Report AML program to SAMA. Submit annual AML returns. Notify SAMA of material changes. Respond to SAMA requests.,SAMA reporting|Annual returns|Change notifications|Request responses,A.18.1,RS.CO-2,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,16.1,tipping,Tipping Off Prohibition,حظر الإبلاغ,Prohibit tipping off customers about STRs,حظر إبلاغ العملاء عن الإبلاغات المشبوهة,preventive,4,Prohibit disclosure of STR filing to customer. Train staff on tipping off. Implement confidentiality procedures. Monitor compliance.,Tipping off prohibition|Staff training|Confidentiality procedures|Compliance monitoring,A.16.1,RS.CO-4,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,15.1,reliance,Reliance on Third Parties,الاعتماد على الأطراف الثالثة,Controls for relying on third parties for CDD,ضوابط الاعتماد على أطراف ثالثة للعناية الواجبة,preventive,3,Establish criteria for third party reliance. Obtain customer information. Retain ultimate responsibility. Document reliance.,Reliance criteria|Information access|Responsibility retention|Documentation,A.15.1,ID.SC-4,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,14.1,branches,Branches and Subsidiaries,الفروع والشركات التابعة,Apply AML standards to branches and subsidiaries,تطبيق معايير مكافحة غسل الأموال على الفروع والتابعة,preventive,4,Implement group-wide AML/CFT program. Apply to all branches and subsidiaries. Ensure consistent standards. Monitor compliance.,Group-wide program|Branch/subsidiary application|Consistent standards|Compliance monitoring,A.15.1,ID.GV-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,13.1,new-tech,New Technologies,التقنيات الجديدة,Assess risks of new technologies,تقييم مخاطر التقنيات الجديدة,detective,3,Assess ML/TF risks before launching new products services technologies. Implement appropriate controls. Monitor risks.,Risk assessment|Product/service/tech assessment|Control implementation|Risk monitoring,A.14.1,ID.RA-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,12.1,mvts,Money Value Transfer Services,خدمات تحويل الأموال,Regulate money value transfer services,تنظيم خدمات تحويل الأموال,preventive,4,License MVTS providers. Apply AML/CFT requirements. Monitor MVTS activities. Supervise compliance.,MVTS licensing|AML requirements|Activity monitoring|Supervision,A.15.1,ID.SC-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,11.2,wire,Wire Transfer Screening,فحص التحويلات,Screen wire transfers,فحص التحويلات البرقية,detective,4,Screen all wires against sanctions lists. Monitor for suspicious patterns. Investigate flagged wires. Document screening.,Sanctions screening|Pattern monitoring|Investigation|Documentation,A.13.2,DE.CM-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,11.1,wire,Wire Transfer Information,معلومات التحويلات,Include complete information in wire transfers,تضمين معلومات كاملة في التحويلات البرقية,preventive,4,Include originator information in all wire transfers. Include beneficiary information. Retain wire records. Screen wires.,Originator info|Beneficiary info|Record retention|Wire screening,A.13.2,PR.DS-5,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,10.2,correspondent,Payable Through Accounts,حسابات المرور,Prohibit payable through accounts,حظر حسابات المرور,preventive,5,Do not establish payable through accounts. Screen for PTAs. Terminate if discovered. Document prohibition.,PTA prohibition|Screening|Termination procedures|Documentation,A.15.1,PR.IP-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,10.1,correspondent,Correspondent Banking Due Diligence,العناية الواجبة للمراسلين,Apply due diligence for correspondent banking,تطبيق العناية الواجبة للعلاقات المصرفية المراسلة,preventive,4,Assess correspondent bank AML controls. Verify correspondent reputation. Understand correspondent business. Document assessment.,Correspondent assessment|AML controls review|Reputation check|Business understanding|Documentation,A.15.1,ID.SC-2,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,4.3,reporting,Reporting Records,سجل الإبلاغ,Maintain reporting records,الاحتفاظ بسجلات الإبلاغ,preventive,3,Keep records of all STRs and CTRs. Retain for 10 years. Ensure confidentiality. Enable retrieval.,STR/CTR records|10-year retention|Confidentiality|Retrieval capability,A.12.3,PR.IP-4,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,5.1,recordkeeping,Record Retention,الاحتفاظ بالسجلات,Retain CDD and transaction records,الاحتفاظ بسجلات العناية الواجبة والمعاملات,preventive,3,Retain all CDD records for 10 years after relationship ends. Retain transaction records for 10 years. Ensure accessibility.,CDD records|Transaction records|10-year retention|Accessibility,A.12.3,PR.IP-4,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,5.2,recordkeeping,Record Quality,جودة السجلات,Ensure record quality and completeness,ضمان جودة واكتمال السجلات,preventive,3,Maintain complete accurate records. Enable reconstruction of transactions. Ensure legibility. Protect from loss.,Complete records|Accuracy|Transaction reconstruction|Protection,A.12.3,PR.DS-6,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,5.3,recordkeeping,Record Access,الوصول للسجلات,Provide record access to authorities,توفير الوصول للسجلات للجهات المختصة,corrective,2,Provide records to SAMA SAFIU law enforcement promptly. Enable searches. Maintain confidentiality of requests.,Authority access|Prompt provision|Search capability|Confidentiality,A.18.1,RS.CO-3,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,6.1,sanctions,Sanctions Screening,الفحص مقابل قوائم العقوبات,Screen against sanctions and wanted lists,الفحص مقابل قوائم العقوبات والأشخاص المطلوبين,preventive,4,Screen customers against UN EU US Saudi sanctions lists. Screen at onboarding and ongoing. Freeze assets if match.,Sanctions screening|List coverage|Onboarding/ongoing screening|Asset freezing,A.9.2,DE.CM-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,6.2,sanctions,Immediate Freezing,التجميد الفوري,Freeze assets immediately upon match,تجميد الأصول فوراً عند المطابقة,corrective,4,Freeze assets of designated persons immediately. Do not notify customer. Report to authorities. Maintain freeze.,Immediate freezing|No tipping off|Authority notification|Freeze maintenance,A.16.1,RS.MI-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,4.1,reporting,STR Reporting,الإبلاغ عن المعاملات المشبوهة,Report suspicious transactions to authorities,الإبلاغ عن المعاملات المشبوهة للجهات المختصة,corrective,4,File STRs with SAFIU promptly. Include all required information. Do not tip off customer. Maintain confidentiality.,STR procedures|SAFIU reporting|Information completeness|Confidentiality,A.16.1,RS.CO-3,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,6.3,sanctions,Freezing Reporting,الإبلاغ عن التجميد,Report asset freezing,الإبلاغ عن تجميد الأصول,corrective,3,Report freezing to SAMA SAFIU within required timeframe. Provide details of frozen assets. Document actions.,Freezing reports|Timely submission|Asset details|Documentation,A.16.1,RS.CO-3,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,7.2,training,Specialized Training,التدريب المتخصص,Provide specialized training for key roles,توفير تدريب متخصص للأدوار الحساسة,preventive,3,Train MLRO compliance staff frontline staff on role-specific requirements. Provide advanced training.,Role-specific training|MLRO training|Frontline training|Advanced content,A.6.3,PR.AT-2,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,7.3,training,Ongoing Training,التحديث المستمر,Update training based on developments,تحديث التدريب بناءً على التطورات,preventive,2,Update training for new typologies regulations. Provide refresher training. Communicate emerging risks.,Training updates|New typologies|Refresher training|Risk communication,A.6.3,PR.AT-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,8.1,technology,Automated Systems,النظم الآلية,Use automated systems for monitoring and screening,استخدام النظم الآلية للمراقبة والفحص,preventive,4,Implement automated transaction monitoring. Deploy sanctions screening systems. Use data analytics. Maintain systems.,TM system|Sanctions screening|Data analytics|System maintenance,A.12.4,DE.CM-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,8.2,technology,System Effectiveness,فعالية الأنظمة,Ensure effectiveness of AML systems,ضمان فعالية أنظمة مكافحة غسل الأموال,detective,3,Test system effectiveness. Tune scenarios. Review alerts quality. Optimize false positives. Document tuning.,Effectiveness testing|Scenario tuning|Alert quality|False positive optimization|Documentation,A.12.4,DE.DP-3,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,9.1,audit,Independent Audit,التدقيق المستقل,Conduct annual independent AML audit,إجراء تدقيق مستقل سنوي,detective,3,Engage independent auditors. Audit AML/CFT program. Review all control areas. Implement audit recommendations.,Audit engagement|Annual audits|Comprehensive scope|Recommendation implementation,A.18.2,DE.CM-1,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,9.2,audit,Internal Testing,الاختبار الداخلي,Conduct internal AML controls testing,إجراء اختبار داخلي للضوابط,detective,3,Test CDD transaction monitoring STR quality. Review compliance. Document test results. Address findings.,Internal testing|CDD testing|TM testing|STR review|Documentation,A.18.2,DE.DP-3,active,controls_sama_aml_cft_complete.csv
SAMA-AML,v1.0,7.1,training,AML Training,التدريب على مكافحة غسل الأموال,Provide comprehensive AML/CFT training,توفير تدريب شامل على مكافحة غسل الأموال,preventive,2,Train all employees on AML/CFT. Cover regulations CDD monitoring reporting. Conduct annual training. Test understanding.,Training program|Comprehensive coverage|Annual training|Testing,A.6.3,PR.AT-1,active,controls_sama_aml_cft_complete.csv
SAMA-CSF,v1.0,1.1.5,governance,Roles and Responsibilities,الأدوار والمسؤوليات,Define and document security roles and responsibilities,تحديد وتوثيق الأدوار والمسؤوليات الأمنية,preventive,2,Document security roles and responsibilities. Create RACI matrix. Assign accountabilities. Communicate clearly.,RACI matrix|Role definitions|Assignments|Communication,A.5.2,ID.GV-2,active,controls_sama_csf_complete.csv
PDPL,v1.0,Article-25,accountability,Record Keeping,السجلات,Maintain records of processing activities,الاحتفاظ بسجلات أنشطة المعالجة,preventive,3,Maintain Register of Processing Activities (RoPA). Document all processing operations. Update regularly. Make available to SDAIA.,RoPA document|Processing inventory|Update logs,A.12.4,PR.IP-4,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-23,transfer,Transfer Exceptions,الاستثناءات من قيود النقل,Cases exempted from transfer restrictions,الحالات المستثناة من قيود نقل البيانات,preventive,3,Document valid transfer exceptions. Obtain explicit consent for transfers. Implement safeguards even for exceptions.,Exception documentation|Consent records|Safeguards,A.13.2,PR.DS-5,active,controls_pdpl_v1_complete.csv
PCI_DSS,v4.0,12.2.1,policy,Policy Review,مراجعة السياسة,Review policy annually,مراجعة السياسة سنوياً,detective,2,Review security policy annually. Update for changes. Obtain approval. Communicate updates.,Annual reviews|Change updates|Approval|Communication,A.5.1,ID.GV-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.1.1,policy,Security Policy,سياسة الأمن,Establish comprehensive security policy,وضع سياسة أمنية شاملة,preventive,1,Develop security policy addressing PCI DSS. Obtain executive approval. Review annually. Communicate to all personnel.,Security policy|Executive approval|Annual reviews|Personnel communication,A.5.1,ID.GV-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,11.6.1,testing,Change Detection,كشف التغييرات,Detect unauthorized changes,كشف التغييرات غير المصرح بها,detective,3,Detect changes to web pages. Alert on file modifications. Monitor application changes. Investigate anomalies.,Web page monitoring|File modification alerts|Application monitoring|Anomaly investigation,A.12.4,DE.CM-7,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,11.5.1,testing,File Integrity Monitoring,مراقبة سلامة الملفات,Implement file integrity monitoring,تطبيق مراقبة سلامة الملفات,detective,3,Deploy FIM on critical files. Alert on unauthorized changes. Review alerts. Investigate changes. Update baselines.,FIM deployment|Critical file coverage|Change alerts|Alert reviews|Investigation,A.12.3,PR.DS-6,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,11.4.1,testing,Intrusion Detection,كشف التطفل,Implement intrusion detection,تطبيق كشف التطفل,detective,4,Deploy IDS/IPS on critical network segments. Monitor traffic to/from CDE. Alert on suspicious activity. Investigate alerts.,IDS/IPS deployment|CDE monitoring|Suspicious activity alerts|Alert investigation,A.13.1,DE.CM-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,11.3.1,testing,Penetration Testing,اختبار الاختراق,Conduct annual penetration test,إجراء اختبار اختراق سنوي,detective,4,Perform comprehensive pen test annually. Test network and application layers. Test after significant changes. Use qualified testers.,Annual pen test|Network/app testing|Change-based testing|Qualified testers,A.18.2,DE.CM-8,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,11.2.1,testing,Vulnerability Scanning,فحص الثغرات,Scan for vulnerabilities quarterly,فحص الثغرات ربع سنوياً,detective,3,Scan all systems quarterly. Scan after significant changes. Use ASV for external scans. Remediate vulnerabilities per risk.,Quarterly scans|Change-based scans|ASV usage|Risk-based remediation,A.12.6,DE.CM-8,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,11.1.1,testing,Security Testing,الفحوصات الأمنية,Conduct periodic security testing,إجراء فحوصات أمنية دورية,detective,3,Perform vulnerability scans quarterly. Conduct penetration tests annually. Test after significant changes. Remediate findings.,Quarterly vuln scans|Annual pen tests|Change-based testing|Remediation,A.12.6,DE.CM-8,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,10.7.1,logging,Log Retention,الاحتفاظ بالسجلات,Retain audit logs,الاحتفاظ بسجلات التدقيق,preventive,2,Retain logs minimum 1 year. Keep 3 months online. Archive remainder. Ensure availability for analysis.,1-year retention|3-month online|Archival|Analysis availability,A.12.4,PR.IP-4,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,10.6.1,logging,Log Review,مراجعة السجلات,Review logs daily,مراجعة السجلات يومياً,detective,3,Review critical system logs daily. Investigate exceptions. Document reviews. Automate log review where possible.,Daily reviews|Exception investigation|Review documentation|Automation,A.12.4,DE.CM-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,10.5.1,logging,Log Protection,حماية السجلات,Protect audit logs,حماية سجلات التدقيق,preventive,3,Protect logs from modification. Restrict access to logs. Store on separate system. Use write-once media or equivalent.,Modification protection|Access restriction|Separate storage|Write-once media,A.12.4,PR.PT-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,10.4.1,logging,Time Synchronization,مزامنة الوقت,Synchronize system times,مزامنة أوقات النظام,preventive,2,Use NTP or equivalent. Synchronize all systems. Use authoritative time source. Monitor time synchronization.,NTP usage|All-system sync|Authoritative source|Sync monitoring,A.12.4,DE.AE-3,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,10.3.1,logging,Log Elements,عناصر السجل,Include specific elements in logs,تضمين عناصر محددة في السجلات,detective,3,Include user ID. Include event type. Include date/time. Include success/failure. Include origination. Include affected resource.,User ID|Event type|Timestamp|Success/failure|Origin|Affected resource,A.12.4,DE.CM-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,10.2.1,logging,Audit Events,أحداث التدقيق,Log all audit events,تسجيل جميع أحداث التدقيق,detective,3,Log user access. Log privileged actions. Log access to audit logs. Log invalid access. Log changes to auth mechanisms.,User access logs|Privileged action logs|Audit log access|Invalid access|Auth changes,A.12.4,DE.CM-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,10.1.1,logging,Audit Logs,سجلات التدقيق,Implement audit logging,تطبيق سجلات التدقيق,detective,3,Log all access to CHD. Log administrative actions. Log authentication attempts. Log system events. Include required elements.,CHD access logging|Admin logging|Auth logging|Event logging|Required elements,A.12.4,DE.CM-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,9.5.1,physical,Point of Sale,نقاط البيع,Protect point-of-sale devices,حماية أجهزة نقاط البيع,preventive,4,Maintain list of POS devices. Inspect devices regularly. Train personnel to detect tampering. Respond to tampering.,POS device list|Regular inspections|Tamper training|Tamper response,A.11.2,PR.PT-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,9.4.2,physical,Media Disposal,التخلص من الوسائط,Securely dispose of media,التخلص الآمن من الوسائط,corrective,3,Shred paper crosscut. Degauss or destroy electronic media. Use secure disposal bins. Document destruction.,Crosscut shredding|Media degaussing/destruction|Secure bins|Destruction documentation,A.11.2,PR.IP-6,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,7.2.3,access,Access Reviews,مراجعة الوصول,Review access rights,مراجعة حقوق الوصول,detective,3,Review user access quarterly. Verify appropriateness. Remove unnecessary access. Document reviews. Address findings.,Quarterly reviews|Appropriateness verification|Access removal|Review documentation|Finding resolution,A.9.2,PR.AC-4,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,7.3.1,access,Default Deny,الوصول الافتراضي,Default deny all access,رفض الوصول افتراضياً,preventive,3,Configure systems with default deny. Explicitly allow necessary access only. Deny all unspecified access.,Default deny configuration|Explicit allows|Unspecified denial,A.9.1,PR.AC-5,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,8.1.1,auth,Unique User IDs,معرفات مستخدم فريدة,Assign unique ID to each user,تعيين معرف فريد لكل مستخدم,preventive,3,Assign unique user ID to everyone with access. Prohibit shared IDs. Disable generic accounts. Track by user ID.,Unique ID assignment|Shared ID prohibition|Generic account disabling|User tracking,A.9.2,PR.AC-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,8.2.1,auth,Password Management,إدارة كلمات المرور,Implement strong password management,تطبيق إدارة قوية لكلمات المرور,preventive,3,Enforce password complexity: 12+ characters mixed case numbers symbols. Change every 90 days. Prevent reuse of last 4.,Password policy|12+ complexity|90-day change|4-password history,A.9.4,PR.AC-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,8.3.1,auth,Multi-Factor Authentication,المصادقة المتعددة,Implement MFA for remote access,تطبيق MFA للوصول عن بعد,preventive,4,Require MFA for all remote access to CDE. Use two independent factors. Implement for VPN admin access console access.,MFA for remote access|Two factors|VPN/admin/console MFA,A.9.4,PR.AC-7,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,8.3.2,auth,MFA for Internal Access,MFA للوصول الداخلي,Implement MFA for internal CDE access,تطبيق MFA للوصول الداخلي للـCDE,preventive,4,Require MFA for all access to CDE from internal network. Apply to admins and users. Use strong authentication.,MFA for internal access|Admin/user application|Strong authentication,A.9.4,PR.AC-7,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.3.1,policy,Usage Policy,سياسة الاستخدام,Establish acceptable use policy,وضع سياسة الاستخدام المقبول,preventive,2,Define acceptable use of technology. Cover employee and contractor requirements. Obtain acknowledgment.,Use policy|Employee/contractor requirements|Acknowledgments,A.8.1,PR.AT-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,8.4.1,auth,User Sessions,جلسات المستخدم,Manage user sessions,إدارة جلسات المستخدم,preventive,3,Terminate inactive sessions after 15 minutes. Require re-authentication. Lock workstations. Clear session data.,15-min timeout|Re-authentication|Workstation lock|Session clearing,A.9.4,PR.AC-7,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,8.6.1,auth,Access Termination,إنهاء الوصول,Terminate access upon employment termination,إنهاء الوصول عند انتهاء العمل,corrective,3,Disable all access within 24 hours of termination. Revoke physical and logical access. Collect assets. Verify completion.,24-hour access disabling|Physical/logical revocation|Asset collection|Completion verification,A.6.4,PR.IP-3,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,9.1.1,physical,Secure Areas,المناطق الآمنة,Define secure areas,تحديد المناطق الآمنة,preventive,3,Identify areas storing/processing CHD. Designate as secure areas. Control physical access. Monitor entries.,CHD area identification|Secure designation|Physical access control|Entry monitoring,A.11.1,PR.PT-2,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,9.1.2,physical,Entry Controls,ضوابط الدخول,Implement entry controls for secure areas,تطبيق ضوابط دخول للمناطق الآمنة,preventive,3,Control access with badges cameras guards. Log all entries. Escort visitors. Review access logs.,Badge/camera/guard controls|Entry logging|Visitor escorts|Log reviews,A.11.1,PR.PT-2,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,9.2.1,physical,Visitor Management,إدارة الزوار,Manage visitors to secure areas,إدارة زوار المناطق الآمنة,preventive,2,Require visitor authorization. Issue visitor badges. Escort at all times. Log visitor access. Return badges on exit.,Authorization requirement|Badge issuance|Constant escort|Access logging|Badge return,A.11.1,PR.PT-2,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,9.3.1,physical,Third-Party Personnel,موظفو الأطراف الثالثة,Manage third-party personnel,إدارة موظفي الأطراف الثالثة,preventive,2,Authorize third-party access. Require physical tokens. Escort or monitor. Distinguish from employees. Log access.,Access authorization|Physical tokens|Escorting/monitoring|Employee distinction|Access logging,A.11.1,PR.PT-2,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,9.4.1,physical,Media Protection,حماية الوسائط,Protect media containing CHD,حماية الوسائط المحتوية على CHD,preventive,3,Classify media. Secure during storage and transport. Track media movement. Approve media distribution.,Media classification|Storage/transport security|Movement tracking|Distribution approval,A.8.3,PR.DS-3,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,8.5.1,auth,Application Account Management,إدارة حسابات التطبيقات,Manage application and system accounts,إدارة حسابات التطبيقات والأنظمة,preventive,3,Change application/system passwords per policy. Protect embedded passwords. Restrict interactive login.,Password changes|Embedded password protection|Interactive login restriction,A.9.4,PR.IP-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PDPL,v1.0,Article-24,accountability,Accountability,المساءلة,Principle of accountability and compliance responsibility,مبدأ المساءلة والمسؤولية عن الامتثال,preventive,3,Implement accountability framework. Maintain compliance documentation. Conduct regular audits. Demonstrate compliance.,Accountability framework|Compliance documentation|Audit reports,A.18.1,ID.GV-3,active,controls_pdpl_v1_complete.csv
PCI_DSS,v4.0,12.4.1,responsibility,Responsibilities,المسؤوليات,Assign security responsibilities,تعيين مسؤوليات الأمن,preventive,2,Define security responsibilities. Assign to individuals. Document assignments. Communicate responsibilities.,Responsibility definitions|Individual assignments|Assignment documentation|Communication,A.5.2,ID.GV-2,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.6.1,awareness,Security Awareness,التوعية الأمنية,Provide security awareness training,توفير تدريب التوعية الأمنية,preventive,2,Train all personnel annually. Cover security policies and procedures. Include social engineering. Test understanding.,Annual training|Policy/procedure coverage|Social engineering|Understanding testing,A.6.3,PR.AT-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PDPL,v1.0,Article-22,transfer,Cross-Border Transfer,نقل البيانات خارج المملكة,Conditions for transferring personal data outside Kingdom,شروط نقل البيانات الشخصية خارج المملكة,preventive,4,Implement cross-border transfer controls. Verify adequacy of destination country. Use SCCs or BCRs. Obtain approvals.,Transfer policy|Adequacy assessments|SCCs/BCRs|SDAIA approvals,A.13.2,PR.DS-5,active,controls_pdpl_v1_complete.csv
